TRANSACTIONID,ACCOUNTID,ACCOUNTTYPEID,CUSTOMERID,CUSTOMERTYPEID,PRODUCTID,PRODUCTCATEGORYID,PROFITCENTERID,VERSION,DATE,VALUE
9000,FPA1/022,INC,CACU_S02,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20200501,30880
9001,FPA1/022,INC,CACU_S02,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20200601,21120
9002,FPA1/022,INC,CACU_S03,Z1,MZ-FG-C900,CR,US10_PCC3S,Actual,20190201,35574
9003,FPA1/022,INC,CACU_S03,Z1,MZ-FG-C900,CR,US10_PCC3S,Actual,20190301,53482
9004,FPA1/022,INC,CACU_S03,Z1,MZ-FG-C900,CR,US10_PCC3S,Actual,20200201,44111
9005,FPA1/022,INC,CACU_S03,Z1,MZ-FG-C900,CR,US10_PCC3S,Actual,20200301,66316
9006,FPA1/022,INC,CACU_S03,Z1,MZ-FG-C900,CR,US10_PCC3S,Actual,20200401,101640
9007,FPA1/022,INC,CACU_S03,Z1,MZ-FG-C900,CR,US10_PCC3S,Actual,20200501,180400
9008,FPA1/022,INC,CACU_S03,Z1,MZ-FG-C900,CR,US10_PCC3S,Actual,20200601,136840
9009,FPA1/022,INC,CACU_S03,Z1,MZ-FG-C950,CR,US10_PCC2S,Actual,20190201,52346
9010,FPA1/022,INC,CACU_S03,Z1,MZ-FG-C950,CR,US10_PCC2S,Actual,20190301,99867
9011,FPA1/022,INC,CACU_S03,Z1,MZ-FG-C950,CR,US10_PCC2S,Actual,20200201,64908
9012,FPA1/022,INC,CACU_S03,Z1,MZ-FG-C950,CR,US10_PCC2S,Actual,20200301,123832
9013,FPA1/022,INC,CACU_S03,Z1,MZ-FG-C950,CR,US10_PCC2S,Actual,20200401,245025
9014,FPA1/022,INC,CACU_S03,Z1,MZ-FG-C950,CR,US10_PCC2S,Actual,20200501,464400
9015,FPA1/022,INC,CACU_S03,Z1,MZ-FG-C950,CR,US10_PCC2S,Actual,20200601,282150
9016,FPA1/022,INC,CACU_S03,Z1,MZ-FG-C990,CR,US10_PCC1S,Actual,20190201,40230
9017,FPA1/022,INC,CACU_S03,Z1,MZ-FG-C990,CR,US10_PCC1S,Actual,20190301,97545
9018,FPA1/022,INC,CACU_S03,Z1,MZ-FG-C990,CR,US10_PCC1S,Actual,20200201,49885
9019,FPA1/022,INC,CACU_S03,Z1,MZ-FG-C990,CR,US10_PCC1S,Actual,20200301,120954
9020,FPA1/022,INC,CACU_S03,Z1,MZ-FG-C990,CR,US10_PCC1S,Actual,20200401,283566
9021,FPA1/022,INC,CACU_S03,Z1,MZ-FG-C990,CR,US10_PCC1S,Actual,20200501,297594
9022,FPA1/022,INC,CACU_S03,Z1,MZ-FG-C990,CR,US10_PCC1S,Actual,20200601,266532
9023,FPA1/022,INC,CACU_S03,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20190201,48895
9024,FPA1/022,INC,CACU_S03,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20190301,50362
9025,FPA1/022,INC,CACU_S03,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20200201,60629
9026,FPA1/022,INC,CACU_S03,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20200301,62448
9027,FPA1/022,INC,CACU_S03,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20200401,83566
9028,FPA1/022,INC,CACU_S03,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20200501,64897
9029,FPA1/022,INC,CACU_S03,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20200601,40894
9030,FPA1/022,INC,CACU_S03,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20190201,34914
9031,FPA1/022,INC,CACU_S03,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20190301,45388
9032,FPA1/022,INC,CACU_S03,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20200201,43292
9033,FPA1/022,INC,CACU_S03,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20200301,56280
9034,FPA1/022,INC,CACU_S03,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20200401,74589
9035,FPA1/022,INC,CACU_S03,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20200501,93633
9036,FPA1/022,INC,CACU_S03,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20200601,71415
9037,FPA1/022,INC,CACU_S03,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20190201,51375
9038,FPA1/022,INC,CACU_S03,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20190301,96682
9039,FPA1/022,INC,CACU_S03,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20200201,63703
9040,FPA1/022,INC,CACU_S03,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20200301,119883
9041,FPA1/022,INC,CACU_S03,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20200401,110852
9042,FPA1/022,INC,CACU_S03,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20200501,104860
9043,FPA1/022,INC,CACU_S03,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20200601,68908
9044,FPA1/022,INC,CACU_S03,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20190201,27657
9045,FPA1/022,INC,CACU_S03,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20190301,23306
9046,FPA1/022,INC,CACU_S03,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20200201,34293
9047,FPA1/022,INC,CACU_S03,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20200301,28899
9048,FPA1/022,INC,CACU_S03,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20200401,24295
9049,FPA1/022,INC,CACU_S03,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20200501,20340
9050,FPA1/022,INC,CACU_S03,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20200601,27120
9051,FPA1/022,INC,CACU_S03,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20190201,177177
9052,FPA1/022,INC,CACU_S03,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20190301,191182
9053,FPA1/022,INC,CACU_S03,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20200201,219694
9054,FPA1/022,INC,CACU_S03,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20200301,237061
9055,FPA1/022,INC,CACU_S03,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20200401,191888
9056,FPA1/022,INC,CACU_S03,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20200501,143200
9057,FPA1/022,INC,CACU_S03,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20200601,60144
9058,FPA1/022,INC,CACU_S03,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20190201,51091
9059,FPA1/022,INC,CACU_S03,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20190301,92602
9060,FPA1/022,INC,CACU_S03,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20200201,63351
9061,FPA1/022,INC,CACU_S03,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20200301,114824
9062,FPA1/022,INC,CACU_S03,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20200401,81270
9063,FPA1/022,INC,CACU_S03,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20200501,98685
9064,FPA1/022,INC,CACU_S03,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20190201,19365
9065,FPA1/022,INC,CACU_S03,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20190301,13860
9066,FPA1/022,INC,CACU_S03,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20200201,24012
9067,FPA1/022,INC,CACU_S03,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20200301,17186
9068,FPA1/022,INC,CACU_S03,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20200401,6930
9069,FPA1/022,INC,CACU_S03,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20200501,31360
9070,FPA1/022,INC,CACU_S03,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20200601,16800
9071,FPA1/022,INC,CACU_S03,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20190201,26796
9072,FPA1/022,INC,CACU_S03,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20190301,27126
9073,FPA1/022,INC,CACU_S03,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20200201,33226
9074,FPA1/022,INC,CACU_S03,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20200301,33635
9075,FPA1/022,INC,CACU_S03,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20200401,52320
9076,FPA1/022,INC,CACU_S03,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20200501,23880
9077,FPA1/022,INC,CACU_S03,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20200601,40320
9078,FPA1/022,INC,CACU_S03,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20190201,12232
9079,FPA1/022,INC,CACU_S03,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20190301,11528
9080,FPA1/022,INC,CACU_S03,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20200201,15167
9081,FPA1/022,INC,CACU_S03,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20200301,14294
9082,FPA1/022,INC,CACU_S03,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20200401,37440
9083,FPA1/022,INC,CACU_S03,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20200501,12160
9084,FPA1/022,INC,CACU_S03,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20200601,29920
9085,FPA1/022,INC,CACU_S04,Z1,MZ-FG-C950,CR,US10_PCC2S,Actual,20190201,63484
9086,FPA1/022,INC,CACU_S04,Z1,MZ-FG-C950,CR,US10_PCC2S,Actual,20190301,69795
9087,FPA1/022,INC,CACU_S04,Z1,MZ-FG-C950,CR,US10_PCC2S,Actual,20200201,78718
9088,FPA1/022,INC,CACU_S04,Z1,MZ-FG-C950,CR,US10_PCC2S,Actual,20200301,86544
9089,FPA1/022,INC,CACU_S04,Z1,MZ-FG-C950,CR,US10_PCC2S,Actual,20200401,104625
9090,FPA1/022,INC,CACU_S04,Z1,MZ-FG-C950,CR,US10_PCC2S,Actual,20200501,187650
9091,FPA1/022,INC,CACU_S04,Z1,MZ-FG-C950,CR,US10_PCC2S,Actual,20200601,114075
9092,FPA1/022,INC,CACU_S04,Z1,MZ-FG-C990,CR,US10_PCC1S,Actual,20190201,126754
9093,FPA1/022,INC,CACU_S04,Z1,MZ-FG-C990,CR,US10_PCC1S,Actual,20190301,224300
9094,FPA1/022,INC,CACU_S04,Z1,MZ-FG-C990,CR,US10_PCC1S,Actual,20200201,157171
9095,FPA1/022,INC,CACU_S04,Z1,MZ-FG-C990,CR,US10_PCC1S,Actual,20200301,278126
9096,FPA1/022,INC,CACU_S04,Z1,MZ-FG-C990,CR,US10_PCC1S,Actual,20200401,353706
9097,FPA1/022,INC,CACU_S04,Z1,MZ-FG-C990,CR,US10_PCC1S,Actual,20200501,206412
9098,FPA1/022,INC,CACU_S04,Z1,MZ-FG-C990,CR,US10_PCC1S,Actual,20200601,109218
9099,FPA1/022,INC,CACU_S04,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20190201,10757
9100,FPA1/022,INC,CACU_S04,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20190301,60141
9101,FPA1/022,INC,CACU_S04,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20200201,13338
9102,FPA1/022,INC,CACU_S04,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20200301,74573
9103,FPA1/022,INC,CACU_S04,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20200401,98679
9104,FPA1/022,INC,CACU_S04,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20200501,96012
9105,FPA1/022,INC,CACU_S04,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20200601,104902
9106,FPA1/022,INC,CACU_S04,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20190201,44515
9107,FPA1/022,INC,CACU_S04,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20190301,90777
9108,FPA1/022,INC,CACU_S04,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20200201,55198
9109,FPA1/022,INC,CACU_S04,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20200301,112561
9110,FPA1/022,INC,CACU_S04,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20200401,272964
9111,FPA1/022,INC,CACU_S04,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20200501,188853
9112,FPA1/022,INC,CACU_S04,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20200601,225354
9113,FPA1/022,INC,CACU_S04,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20190201,192656
9114,FPA1/022,INC,CACU_S04,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20190301,198600
9115,FPA1/022,INC,CACU_S04,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20200201,238888
9116,FPA1/022,INC,CACU_S04,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20200301,246259
9117,FPA1/022,INC,CACU_S04,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20200401,557256
9118,FPA1/022,INC,CACU_S04,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20200501,326564
9119,FPA1/022,INC,CACU_S04,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20200601,152796
9120,FPA1/022,INC,CACU_S04,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20190201,7768
9121,FPA1/022,INC,CACU_S04,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20190301,33561
9122,FPA1/022,INC,CACU_S04,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20200201,9633
9123,FPA1/022,INC,CACU_S04,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20200301,41615
9124,FPA1/022,INC,CACU_S04,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20200401,85880
9125,FPA1/022,INC,CACU_S04,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20200501,68365
9126,FPA1/022,INC,CACU_S04,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20200601,111305
9127,FPA1/022,INC,CACU_S04,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20190201,100619
9128,FPA1/022,INC,CACU_S04,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20190301,69122
9129,FPA1/022,INC,CACU_S04,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20200201,124765
9130,FPA1/022,INC,CACU_S04,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20200301,85710
9131,FPA1/022,INC,CACU_S04,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20200401,263488
9132,FPA1/022,INC,CACU_S04,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20200501,223392
9133,FPA1/022,INC,CACU_S04,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20200601,97376
9134,FPA1/022,INC,CACU_S04,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20190201,85152
9135,FPA1/022,INC,CACU_S04,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20190301,60667
9136,FPA1/022,INC,CACU_S04,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20200201,105586
9137,FPA1/022,INC,CACU_S04,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20200301,75226
9138,FPA1/022,INC,CACU_S04,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20200401,174150
9139,FPA1/022,INC,CACU_S04,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20200501,174150
9140,FPA1/022,INC,CACU_S04,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20200601,98685
9141,FPA1/022,INC,CACU_S04,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20190201,9509
9142,FPA1/022,INC,CACU_S04,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20190301,12859
9143,FPA1/022,INC,CACU_S04,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20200201,11791
9144,FPA1/022,INC,CACU_S04,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20200301,15944
9145,FPA1/022,INC,CACU_S04,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20200401,29120
9146,FPA1/022,INC,CACU_S04,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20200501,11270
9147,FPA1/022,INC,CACU_S04,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20200601,6790
9148,FPA1/022,INC,CACU_S04,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20190201,6204
9149,FPA1/022,INC,CACU_S04,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20190301,9834
9150,FPA1/022,INC,CACU_S04,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20200201,7692
9151,FPA1/022,INC,CACU_S04,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20200301,12194
9152,FPA1/022,INC,CACU_S04,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20200401,32040
9153,FPA1/022,INC,CACU_S04,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20200501,25440
9154,FPA1/022,INC,CACU_S04,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20200601,18600
9155,FPA1/022,INC,CACU_S04,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20190201,16368
9156,FPA1/022,INC,CACU_S04,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20190301,13024
9157,FPA1/022,INC,CACU_S04,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20200201,20296
9158,FPA1/022,INC,CACU_S04,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20200301,16149
9159,FPA1/022,INC,CACU_S04,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20200401,30080
9160,FPA1/022,INC,CACU_S04,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20200501,35680
9161,FPA1/022,INC,CACU_S04,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20200601,59040
9162,FPA1/022,INC,CACU_S05,Z1,MZ-FG-C950,CR,US10_PCC2S,Actual,20190201,30071
9163,FPA1/022,INC,CACU_S05,Z1,MZ-FG-C950,CR,US10_PCC2S,Actual,20190301,43065
9164,FPA1/022,INC,CACU_S05,Z1,MZ-FG-C950,CR,US10_PCC2S,Actual,20200201,37287
9165,FPA1/022,INC,CACU_S05,Z1,MZ-FG-C950,CR,US10_PCC2S,Actual,20200301,53400
9166,FPA1/022,INC,CACU_S05,Z1,MZ-FG-C950,CR,US10_PCC2S,Actual,20200401,177525
9167,FPA1/022,INC,CACU_S05,Z1,MZ-FG-C950,CR,US10_PCC2S,Actual,20200501,94500
9168,FPA1/022,INC,CACU_S05,Z1,MZ-FG-C950,CR,US10_PCC2S,Actual,20200601,161325
9169,FPA1/022,INC,CACU_S05,Z1,MZ-FG-C990,CR,US10_PCC1S,Actual,20190201,133918
9170,FPA1/022,INC,CACU_S05,Z1,MZ-FG-C990,CR,US10_PCC1S,Actual,20190301,136123
9171,FPA1/022,INC,CACU_S05,Z1,MZ-FG-C990,CR,US10_PCC1S,Actual,20200201,166055
9172,FPA1/022,INC,CACU_S05,Z1,MZ-FG-C990,CR,US10_PCC1S,Actual,20200301,168789
9173,FPA1/022,INC,CACU_S05,Z1,MZ-FG-C990,CR,US10_PCC1S,Actual,20200401,520038
9174,FPA1/022,INC,CACU_S05,Z1,MZ-FG-C990,CR,US10_PCC1S,Actual,20200501,175350
9175,FPA1/022,INC,CACU_S05,Z1,MZ-FG-C990,CR,US10_PCC1S,Actual,20200601,131262
9176,FPA1/022,INC,CACU_S05,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20190201,26403
9177,FPA1/022,INC,CACU_S05,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20190301,29337
9178,FPA1/022,INC,CACU_S05,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20200201,32739
9179,FPA1/022,INC,CACU_S05,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20200301,36377
9180,FPA1/022,INC,CACU_S05,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20200401,125349
9181,FPA1/022,INC,CACU_S05,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20200501,148463
9182,FPA1/022,INC,CACU_S05,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20200601,168021
9183,FPA1/022,INC,CACU_S05,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20190201,75066
9184,FPA1/022,INC,CACU_S05,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20190301,123073
9185,FPA1/022,INC,CACU_S05,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20200201,93079
9186,FPA1/022,INC,CACU_S05,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20200301,152607
9187,FPA1/022,INC,CACU_S05,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20200401,455469
9188,FPA1/022,INC,CACU_S05,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20200501,344379
9189,FPA1/022,INC,CACU_S05,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20200601,176157
9190,FPA1/022,INC,CACU_S05,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20190201,158406
9191,FPA1/022,INC,CACU_S05,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20190301,299410
9192,FPA1/022,INC,CACU_S05,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20200201,196419
9193,FPA1/022,INC,CACU_S05,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20200301,371260
9194,FPA1/022,INC,CACU_S05,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20200401,380492
9195,FPA1/022,INC,CACU_S05,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20200501,278628
9196,FPA1/022,INC,CACU_S05,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20200601,248668
9197,FPA1/022,INC,CACU_S05,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20190201,13983
9198,FPA1/022,INC,CACU_S05,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20190301,18955
9199,FPA1/022,INC,CACU_S05,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20200201,17339
9200,FPA1/022,INC,CACU_S05,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20200301,23504
9201,FPA1/022,INC,CACU_S05,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20200401,45765
9202,FPA1/022,INC,CACU_S05,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20200501,75145
9203,FPA1/022,INC,CACU_S05,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20200601,50850
9204,FPA1/022,INC,CACU_S05,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20190201,78745
9205,FPA1/022,INC,CACU_S05,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20190301,126785
9206,FPA1/022,INC,CACU_S05,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20200201,97642
9207,FPA1/022,INC,CACU_S05,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20200301,157210
9208,FPA1/022,INC,CACU_S05,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20200401,403824
9209,FPA1/022,INC,CACU_S05,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20200501,128880
9210,FPA1/022,INC,CACU_S05,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20200601,151792
9211,FPA1/022,INC,CACU_S05,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20190201,80894
9212,FPA1/022,INC,CACU_S05,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20190301,217134
9213,FPA1/022,INC,CACU_S05,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20200201,100306
9214,FPA1/022,INC,CACU_S05,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20200301,269240
9215,FPA1/022,INC,CACU_S05,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20200401,365715
9216,FPA1/022,INC,CACU_S05,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20200501,63855
9217,FPA1/022,INC,CACU_S05,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20200601,40635
9218,FPA1/022,INC,CACU_S05,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20190201,7007
9219,FPA1/022,INC,CACU_S05,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20190301,9663
9220,FPA1/022,INC,CACU_S05,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20200201,8688
9221,FPA1/022,INC,CACU_S05,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20200301,11982
9222,FPA1/022,INC,CACU_S05,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20200401,25550
9223,FPA1/022,INC,CACU_S05,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20200501,12670
9224,FPA1/022,INC,CACU_S05,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20200601,6860
9225,FPA1/022,INC,CACU_S05,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20190201,7920
9226,FPA1/022,INC,CACU_S05,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20190301,11880
9227,FPA1/022,INC,CACU_S05,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20200201,9820
9228,FPA1/022,INC,CACU_S05,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20200301,14731
9229,FPA1/022,INC,CACU_S05,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20200401,15360
9230,FPA1/022,INC,CACU_S05,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20200501,18000
9231,FPA1/022,INC,CACU_S05,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20200601,15840
9232,FPA1/022,INC,CACU_S05,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20190201,11264
9233,FPA1/022,INC,CACU_S05,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20190301,12232
9234,FPA1/022,INC,CACU_S05,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20200201,13967
9235,FPA1/022,INC,CACU_S05,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20200301,15167
9236,FPA1/022,INC,CACU_S05,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20200401,42080
9237,FPA1/022,INC,CACU_S05,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20200501,43040
9238,FPA1/022,INC,CACU_S05,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20200601,28800
9239,FPA1/022,INC,LACU_S01,Z1,MZ-FG-C900,CR,US10_PCC3S,Actual,20190201,49610
9240,FPA1/022,INC,LACU_S01,Z1,MZ-FG-C900,CR,US10_PCC3S,Actual,20190301,28072
9241,FPA1/022,INC,LACU_S01,Z1,MZ-FG-C900,CR,US10_PCC3S,Actual,20200201,61515
